,Accident_Index,Latitude,Longitude,Region,Urban_or_Rural_Area,X1st_Road_Class,Driver_IMD_Decile,Speed_limit,Road_Type,Road_Surface_Conditions,Weather,High_Wind,Lights,Datetime,Year,Season,Month_of_Year,Day_of_Month,Day_of_Week,Hour_of_Day,Number_of_Vehicles,Age_of_Driver,Age_of_Vehicle,Junction_Detail,Junction_Location,X1st_Point_of_Impact,Driver_Journey_Purpose,Engine_CC,Propulsion_Code,Vehicle_Make,Vehicle_Category,Vehicle_Manoeuvre,Accident_Severity,Hour_of_Day_dn,IsMajor,WeekDay_type,isMotorcycle
80,201401PL60428,51.425609,-0.04566,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Daylight,2014-05-30 19:10:00,2014,1,5,30,5,0.799,2,6,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1461,Heavy oil,Renault,Van,Waiting to go,Slight,19.0,0,1,0
81,2014030000909,54.425036999999996,-3.452685,North West England,Rural,A,8,60,Single carriageway,Wet or damp,Fine,No,Daylight,2014-04-18 12:12:00,2014,1,4,18,5,0.508,2,3,9,Private drive or entrance,Approaching junction or waiting/parked at junction approach,Front,Journey as part of work,1910,Heavy oil,Vauxhall,Car,Going ahead,Slight,12.0,0,1,0
82,201150EC2E083,50.369676,-4.137676,South West England,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2011-08-28 13:25:00,2011,2,8,28,7,0.559,2,4,2,Other junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1997,Heavy oil,Peugeot,Car,Turning right,Slight,13.0,0,0,0
83,2014100579714,54.941929,-1.563633,North East England,Urban,C,2,30,Single carriageway,Dry,Fine,No,Daylight,2014-09-25 18:00:00,2014,3,9,25,4,0.75,1,3,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1896,Heavy oil,Volkswagen,Car,Going ahead,Slight,18.0,0,1,0
84,2012552C41296,50.728017,-1.803311,South West England,Urban,Unclassified,9,30,Single carriageway,Wet or damp,Fine,No,Daylight,2012-10-01 07:49:00,2012,3,10,1,1,0.326,2,3,13,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1498,Petrol,Mazda,Car,Turning right,Slight,8.0,0,1,0
85,201301PL60385,51.485496999999995,-0.034601,London,Urban,A,1,30,Single carriageway,Dry,Fine,No,Daylight,2013-05-13 14:30:00,2013,1,5,13,1,0.604,2,2,12,Private drive or entrance,Mid Junction - on roundabout or on main road,Front,Other/Not known,49,Petrol,Yamaha,Motorcycle,Going ahead,Slight,14.0,0,1,1
86,201443R243094,51.520555,-0.6580239999999999,South East England,Urban,A,6,40,Single carriageway,Dry,Fine,No,Darkness - lights,2014-09-11 20:45:00,2014,2,9,11,4,0.865,2,8,9,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,1390,Petrol,Skoda,Car,Slowing or stopping,Slight,21.0,0,1,0
87,201201KG70066,51.545770000000005,0.124051,London,Urban,A,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-02-21 22:15:00,2012,4,2,21,2,0.927,2,3,10,Roundabout,Mid Junction - on roundabout or on main road,Front,Other/Not known,599,Petrol,Other,Car,Moving off,Slight,22.0,0,1,0
88,201001KG70101,51.557078000000004,0.179256,London,Urban,Unclassified,3,30,Single carriageway,Wet or damp,Raining,No,Daylight,2010-03-27 16:45:00,2010,1,3,27,6,0.698,2,1,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1242,Petrol,Ford,Car,Waiting to go,Slight,17.0,0,0,0
89,201136T110133,52.773829000000006,1.448056,East England,Rural,A,4,60,Single carriageway,Dry,Fine,No,Daylight,2011-09-22 13:50:00,2011,3,9,22,4,0.576,1,4,6,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,124,Petrol,Honda,Motorcycle,Going ahead,Slight,14.0,0,1,1
90,201301CW10563,51.510594,-0.156884,London,Urban,A,6,30,Single carriageway,Wet or damp,Raining,No,Daylight,2013-05-12 16:20:00,2013,1,5,12,7,0.681,1,3,7,T or staggered junction,Approaching junction or waiting/parked at junction approach,Offside,Other/Not known,124,Petrol,Other,Motorcycle,Going ahead,Slight,16.0,0,0,1
91,2012170S22772,54.598327000000005,-1.277865,North East England,Rural,B,6,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-10-06 22:13:00,2012,3,10,6,6,0.926,2,5,4,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Commuting to/from work,1560,Heavy oil,Peugeot,Car,Turning right,Fatal_Serious,22.0,1,0,0
92,2011130387538,53.872921,-1.9260490000000001,Yorkshire and the Humber,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2011-08-22 19:25:00,2011,2,8,22,1,0.809,1,2,9,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1994,Heavy oil,Vauxhall,Car,Going ahead,Fatal_Serious,19.0,1,1,0
93,201130D000790,52.763546999999996,-1.56441,East Midlands,Urban,Unclassified,3,30,Single carriageway,Dry,Fine,No,Daylight,2011-07-30 16:40:00,2011,2,7,30,6,0.694,2,5,7,Crossroads,Entering main road,Front,Journey as part of work,49,Petrol,Other,Motorcycle,Going ahead,Slight,17.0,0,0,1
94,2011471106933,50.86422,-0.071079,South East England,Rural,A,7,70,Dual carriageway,Wet or damp,Raining,No,Daylight,2011-11-03 08:12:00,2011,3,11,3,4,0.342,1,3,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,1248,Petrol,Hyundai,Car,Going ahead,Slight,8.0,0,1,0
95,201420W007504,52.47075699999999,-1.871892,Wast Midlands,Urban,Unclassified,9,30,Single carriageway,Wet or damp,Fine,No,Daylight,2014-02-03 12:40:00,2014,4,2,3,1,0.528,2,2,13,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,1242,Petrol,Ford,Car,Going ahead,Slight,13.0,0,1,0
96,201150KC2R003,50.755128000000006,-3.706722,South West England,Rural,Unclassified,5,60,Single carriageway,Dry,Fine,No,Daylight,2011-04-09 10:28:00,2011,1,4,9,6,0.436,1,5,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1360,Petrol,Peugeot,Car,Going ahead,Slight,10.0,0,0,0
97,201022D002476,52.235648,-2.137469,Wast Midlands,Rural,Motorway,1,70,Dual carriageway,Dry,Fine,No,Daylight,2010-05-07 15:13:00,2010,1,5,7,5,0.634,3,2,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,2496,Heavy oil,Ford,Van,Waiting to go,Fatal_Serious,15.0,1,1,0
98,2012170S23512,54.61094,-1.2999379999999998,North East England,Urban,C,5,30,Dual carriageway,Wet or damp,Fine,No,Daylight,2012-12-20 08:47:00,2012,3,12,20,4,0.366,2,5,12,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,398,Petrol,Suzuki,Motorcycle,Going ahead,Fatal_Serious,9.0,1,1,1
99,2012440181332,50.854991999999996,-1.150593,South East England,Rural,Unclassified,8,40,Single carriageway,Dry,Fine,No,Daylight,2012-05-11 20:03:00,2012,1,5,11,5,0.835,2,2,10,Private drive or entrance,Mid Junction - on roundabout or on main road,Front,Other/Not known,1199,Petrol,Vauxhall,Car,Going ahead,Fatal_Serious,20.0,1,1,0
100,201106XJ43204,53.384446,-2.276242,North West England,Urban,Motorway,10,70,Dual carriageway,Dry,Fine,No,Daylight,2011-02-25 16:42:00,2011,4,2,25,5,0.696,2,5,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Journey as part of work,2494,Heavy oil,Toyota,Car,Going ahead,Fatal_Serious,17.0,1,1,0
101,2013300000892,53.19806,-1.324848,East Midlands,Rural,A,2,70,Dual carriageway,Dry,Fine,No,Daylight,2013-06-17 10:30:00,2013,1,6,17,1,0.438,2,2,11,Roundabout,Entering roundabout,Did not impact,Other/Not known,1199,Petrol,Vauxhall,Car,Moving off,Slight,11.0,0,1,0
102,201201XH30290,51.518166,-0.477857,London,Urban,A,3,30,Single carriageway,Dry,Fine,No,Daylight,2012-05-13 15:49:00,2012,1,5,13,7,0.659,2,3,7,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1998,Heavy oil,Ford,Car,Going ahead,Slight,16.0,0,0,0
103,2014471400897,50.837787,-0.784435,South East England,Urban,A,9,30,Single carriageway,Dry,Fine,No,Daylight,2014-02-16 14:15:00,2014,4,2,16,7,0.594,2,1,12,T or staggered junction,Leaving main road,Front,Other/Not known,1598,Petrol,Audi,Car,Turning right,Slight,14.0,0,0,0
104,201443P248044,51.733225,-1.212861,South East England,Urban,B,10,30,Dual carriageway,Dry,Fine,No,Daylight,2014-04-26 10:50:00,2014,1,4,26,6,0.451,2,8,4,Private drive or entrance,Entering main road,Front,Other/Not known,1248,Petrol,Hyundai,Car,Turning left,Fatal_Serious,11.0,1,0,0
105,201005AA04581,53.371492,-3.0136060000000002,North West England,Urban,B,1,30,Single carriageway,Dry,Fine,No,Daylight,2010-08-02 18:12:00,2010,2,8,2,1,0.758,1,2,5,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Commuting to/from work,1598,Petrol,Vauxhall,Car,Going ahead,Slight,18.0,0,1,0
106,2012440099852,50.865431,-1.00783,South East England,Urban,Unclassified,2,30,Single carriageway,Dry,Fine,No,Daylight,2012-03-12 09:00:00,2012,4,3,12,1,0.375,2,1,7,T or staggered junction,Entering main road,Front,Other/Not known,49,Petrol,Other,Motorcycle,Turning right,Slight,9.0,0,1,1
107,201142I236407,51.506491,0.380469,East England,Rural,A,1,70,Dual carriageway,Dry,Fine,No,Darkness - lights,2011-07-28 21:30:00,2011,2,7,28,4,0.896,2,3,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,1686,Heavy oil,Vauxhall,Car,Going ahead,Slight,22.0,0,1,0
108,2014120019950,53.962506999999995,-2.024277,Yorkshire and the Humber,Urban,C,10,30,Single carriageway,Wet or damp,Fine,No,Daylight,2014-02-06 09:22:00,2014,4,2,6,4,0.39,1,8,10,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1870,Heavy oil,Renault,Car,Going ahead,Fatal_Serious,9.0,1,1,0
109,201214A128112,53.528766000000005,-1.11805,Yorkshire and the Humber,Urban,C,3,30,Single carriageway,Dry,Fine,No,Darkness - lights,2012-08-31 20:45:00,2012,2,8,31,5,0.865,1,4,6,Crossroads,Cleared junction or waiting/parked at junction exit,Front,Other/Not known,1975,Petrol,Hyundai,Car,Going ahead,Fatal_Serious,21.0,1,1,0
110,201045RU52069,51.394273999999996,-0.557869,South East England,Rural,Motorway,8,70,Dual carriageway,Dry,Fine,No,Daylight,2010-07-03 11:00:00,2010,2,7,3,6,0.458,4,6,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Back,Other/Not known,2354,Petrol,Honda,Car,Going ahead,Slight,11.0,0,0,0
111,2010100085210,55.014579000000005,-2.036559,North East England,Rural,B,3,60,Single carriageway,Wet or damp,Fine,No,Daylight,2010-01-31 12:55:00,2010,4,1,31,7,0.538,4,3,1,Not at junction or within 20 metres,Not at or within 20 metres of junction,Did not impact,Other/Not known,1968,Heavy oil,Volkswagen,Car,Going ahead,Fatal_Serious,13.0,1,0,0
112,2011521107416,51.410540000000005,-2.594801,South West England,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Darkness - lights,2011-11-14 18:58:00,2011,3,11,14,1,0.79,2,1,8,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,49,Petrol,Other,Motorcycle,Going ahead,Slight,19.0,0,1,1
113,2014440071829,51.292766,-0.808042,South East England,Rural,A,10,40,Single carriageway,Dry,Fine,No,Daylight,2014-02-28 12:30:00,2014,4,2,28,5,0.521,2,5,11,Private drive or entrance,Mid Junction - on roundabout or on main road,Back,Other/Not known,1598,Petrol,Mini,Car,Waiting to go,Slight,13.0,0,1,0
114,201143P090121,51.516259000000005,-0.893431,South East England,Rural,A,10,50,Single carriageway,Wet or damp,Fine,No,Daylight,2011-12-10 09:57:00,2011,3,12,10,6,0.415,2,4,10,Private drive or entrance,Mid Junction - on roundabout or on main road,Front,Other/Not known,1149,Petrol,Renault,Car,Going ahead,Slight,10.0,0,0,0
115,201401XD81154,51.509015000000005,-0.27165900000000004,London,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Daylight,2014-11-28 14:49:00,2014,3,11,28,5,0.617,2,3,3,T or staggered junction,Cleared junction or waiting/parked at junction exit,Offside,Other/Not known,2143,Heavy oil,Mercedes,Car,Waiting to go,Slight,15.0,0,1,0
116,201006G039446,53.49189499999999,-2.08995,North West England,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-11-21 19:20:00,2010,3,11,21,7,0.806,2,1,2,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,100,Petrol,Peugeot,Motorcycle,Going ahead,Fatal_Serious,19.0,1,0,1
117,201001TB00441,51.478972,-0.49975600000000003,London,Rural,B,9,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-08-06 22:16:00,2010,2,8,6,5,0.928,2,4,7,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Other/Not known,1396,Petrol,Honda,Car,Parked,Fatal_Serious,22.0,1,1,0
118,201006G034718,53.471818999999996,-2.124859,North West England,Urban,B,4,30,Single carriageway,Dry,Unknown,No,Darkness - lighting unknown,2010-08-09 01:05:00,2010,2,8,9,1,0.045,1,2,5,Roundabout,Leaving roundabout,Front,Other/Not known,2000,Petrol,Volkswagen,Car,Going ahead,Slight,1.0,0,1,0
119,2011400CA0445,51.883340000000004,-0.443902,East England,Urban,Unclassified,5,20,Roundabout,Dry,Fine,No,Daylight,2011-10-24 16:04:00,2011,3,10,24,1,0.669,2,4,4,Roundabout,Entering roundabout,Nearside,Journey as part of work,2287,Heavy oil,Fiat,Van,Going ahead,Fatal_Serious,16.0,1,1,0
120,20141313H1713,53.713977,-1.883313,Yorkshire and the Humber,Urban,A,2,30,Slip road,Dry,Fine,No,Darkness - lights,2014-03-17 21:10:00,2014,4,3,17,1,0.882,2,6,5,T or staggered junction,Cleared junction or waiting/parked at junction exit,Back,Other/Not known,125,Petrol,Honda,Motorcycle,Waiting to go,Fatal_Serious,21.0,1,1,1
121,2012160B04481,53.594046,-0.64365,Yorkshire and the Humber,Urban,Unclassified,1,30,Single carriageway,Dry,Fine,No,Daylight,2012-11-02 12:03:00,2012,3,11,2,5,0.502,2,4,9,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,998,Petrol,Seat,Car,Going ahead,Slight,12.0,0,1,0
122,201001EO40217,51.555552,-0.111357,London,Urban,Unclassified,10,30,Single carriageway,Dry,Fine,No,Darkness - lights,2010-04-28 23:50:00,2010,1,4,28,3,0.993,3,5,8,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Other/Not known,599,Petrol,Other,Car,Slowing or stopping,Slight,0.0,0,1,0
123,201337EA76963,52.325278000000004,0.877798,East England,Rural,A,10,60,Single carriageway,Dry,Fine,No,Daylight,2013-12-20 13:51:00,2013,3,12,20,5,0.577,4,5,10,Crossroads,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1399,Heavy oil,Ford,Car,Going ahead,Slight,14.0,0,1,0
124,201305EE02409,53.407036,-2.901432,North West England,Urban,A,5,30,Dual carriageway,Dry,Fine,No,Daylight,2013-04-29 17:30:00,2013,1,4,29,1,0.729,4,5,2,T or staggered junction,Approaching junction or waiting/parked at junction approach,Back,Journey as part of work,1968,Heavy oil,Skoda,Taxi,Waiting to go,Slight,17.0,0,1,0
125,201442I257808,51.611083,0.540063,East England,Urban,A,8,30,Single carriageway,Dry,Fine,No,Daylight,2014-08-04 09:56:00,2014,2,8,4,1,0.414,2,5,3,Crossroads,Approaching junction or waiting/parked at junction approach,Back,Other/Not known,2987,Heavy oil,Mercedes,Car,Waiting to go,Slight,10.0,0,1,0
126,2014074298053,53.375726,-2.777629,North West England,Urban,C,7,30,Single carriageway,Dry,Fine,No,Daylight,2014-09-23 17:20:00,2014,3,9,23,2,0.722,2,6,2,T or staggered junction,Approaching junction or waiting/parked at junction approach,Front,Other/Not known,1598,Heavy oil,Other,Car,Waiting to go,Slight,17.0,0,1,0
127,201005EE03605,53.451085,-2.965505,North West England,Urban,A,3,30,Single carriageway,Dry,Fine,No,Daylight,2010-06-04 14:55:00,2010,1,6,4,5,0.622,2,5,8,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Journey as part of work,1995,Heavy oil,Vauxhall,Taxi,Going ahead,Slight,15.0,0,1,0
128,201054ED13810,51.361444,-2.128516,South West England,Rural,Unclassified,5,30,Single carriageway,Dry,Fine,No,Daylight,2010-04-22 19:56:00,2010,1,4,22,4,0.831,1,3,10,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Other/Not known,1997,Heavy oil,Peugeot,Car,Going ahead,Fatal_Serious,20.0,1,1,0
129,201450CI2G004,51.187045,-3.989832,South West England,Rural,A,4,60,Single carriageway,Wet or damp,Fine,No,Daylight,2014-07-07 08:12:00,2014,2,7,7,1,0.342,1,1,11,Not at junction or within 20 metres,Not at or within 20 metres of junction,Front,Journey as part of work,1149,Petrol,Renault,Car,Going ahead,Slight,8.0,0,1,0
130,201130B000132,53.245241,-1.827031,East Midlands,Rural,A,6,50,Single carriageway,Dry,Fine,No,Daylight,2011-04-28 14:50:00,2011,1,4,28,4,0.618,4,4,2,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1388,Petrol,Ford,Car,Going ahead,Fatal_Serious,15.0,1,1,0
131,201320S049003,52.429276,-1.939814,Wast Midlands,Urban,Unclassified,4,30,Single carriageway,Dry,Fine,No,Darkness - lights,2013-09-21 20:10:00,2013,2,9,21,6,0.84,2,3,6,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1560,Heavy oil,Peugeot,Car,Going ahead,Slight,20.0,0,0,0
132,201022E005324,51.914448,-2.571777,Wast Midlands,Urban,B,6,30,Single carriageway,Dry,Fine,No,Daylight,2010-10-19 16:05:00,2010,3,10,19,2,0.67,2,7,7,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,1298,Petrol,Suzuki,Van,Waiting to go,Slight,16.0,0,1,0
133,201301XD80276,51.533533,-0.30648800000000004,London,Urban,B,2,30,Single carriageway,Dry,Fine,No,Daylight,2013-05-04 10:15:00,2013,1,5,4,6,0.427,2,3,12,T or staggered junction,Mid Junction - on roundabout or on main road,Front,Other/Not known,599,Petrol,Honda,Motorcycle,Going ahead,Slight,10.0,0,0,1
134,201143P180081,51.682831,-1.171585,South East England,Rural,B,7,50,Single carriageway,Dry,Fine,No,Daylight,2011-08-22 20:28:00,2011,2,8,22,1,0.853,1,5,2,Not at junction or within 20 metres,Not at or within 20 metres of junction,Offside,Other/Not known,998,Petrol,Other,Motorcycle,Going ahead,Fatal_Serious,20.0,1,1,1
135,201101PL60219,51.442132,-0.044233999999999996,London,Urban,A,4,30,Single carriageway,Dry,Fine,No,Daylight,2011-04-28 15:17:00,2011,1,4,28,4,0.637,2,5,14,T or staggered junction,Leaving main road,Nearside,Journey as part of work,2283,Heavy oil,Nissan,Van,Turning left,Slight,15.0,0,1,0
136,2010130002131,53.62641899999999,-1.315761,Yorkshire and the Humber,Rural,A,8,50,Single carriageway,Dry,Fine,No,Daylight,2010-03-18 06:35:00,2010,4,3,18,4,0.274,3,3,4,Not at junction or within 20 metres,Not at or within 20 metres of junction,Nearside,Commuting to/from work,1149,Petrol,Renault,Car,Overtaking,Fatal_Serious,7.0,1,1,0
137,2014074124701,53.292193999999995,-2.7182310000000003,North West England,Rural,B,2,30,Single carriageway,Dry,Fine,No,Darkness - lights,2014-05-03 22:05:00,2014,1,5,3,6,0.92,2,4,6,T or staggered junction,Mid Junction - on roundabout or on main road,Offside,Other/Not known,1598,Petrol,Peugeot,Car,Turning right,Fatal_Serious,22.0,1,0,0
138,201131A121511,53.12809,-1.236093,East Midlands,Rural,A,7,60,Single carriageway,Dry,Fine,No,Daylight,2011-04-27 19:15:00,2011,1,4,27,3,0.802,2,3,5,T or staggered junction,Mid Junction - on roundabout or on main road,Back,Commuting to/from work,1242,Petrol,Fiat,Car,Slowing or stopping,Fatal_Serious,19.0,1,1,0
139,201320K003563,52.529506000000005,-2.076915,Wast Midlands,Urban,A,1,30,Single carriageway,Dry,Fine,No,Daylight,2013-03-21 14:37:00,2013,1,3,21,4,0.609,2,3,14,Crossroads,Mid Junction - on roundabout or on main road,Front,Commuting to/from work,1762,Petrol,Toyota,Car,Going ahead,Slight,15.0,0,1,0
140,201220J005872,52.547923,-2.0943490000000002,Wast Midlands,Urban,A,8,40,Dual carriageway,Dry,Fine,No,Daylight,2012-06-05 10:17:00,2012,1,6,5,2,0.428,2,2,10,Crossroads,Mid Junction - on roundabout or on main road,Front,Other/Not known,1242,Petrol,Fiat,Car,Going ahead,Slight,10.0,0,1,0
